step,seq2seq,pilotnet,steer
702,85.34480286,13.00029755,545.2996826
703,41.6108017,7.968876839,334.8300476
704,60.33846664,10.3728714,493.0934753
705,23.44139671,16.95618057,527.9153442
706,45.71329498,17.1062355,347.4603577
707,46.70610809,7.261301994,537.178833
708,44.61031342,1.307150722,342.9526672
709,37.67939758,4.262559891,520.7020874
710,81.72809601,12.72228527,596.2250977
711,76.0292511,65.53219604,522.0258789
712,21.80629349,3.412337065,364.9484253
713,61.91118622,1.732828379,277.8977661
714,32.81785965,4.574783325,404.2320862
715,8.79334259,2.312284946,466.0591431
716,15.74321079,2.661542892,366.2997437
717,62.66297531,28.50451469,448.0762329
718,101.7323761,3.607537031,525.1950684
719,61.06667709,6.335474491,524.6045532
720,38.08550262,13.21535492,377.5610657
721,21.61972618,4.612913132,471.9394531
722,65.6756897,85.37748718,534.3696289
723,38.64557266,9.32482338,381.7206116
724,52.78941345,8.389391899,370.0378418
725,81.42544556,13.49683952,290.2541809
726,49.12772751,9.804239273,343.1762695
727,34.43666077,8.209531784,574.9441528
728,37.76629257,2.551534891,503.256012
729,68.37511444,4.847187042,494.4433289
730,10.65907001,9.016626358,468.4481201
731,32.41038895,4.946059704,405.6161804
732,8.818822861,1.631450534,608.4659424
733,23.97659683,5.759765625,466.9894714
734,12.85986805,4.868515968,245.7211304
735,35.21306992,4.105132103,595.0530396
736,49.38179398,25.73724174,484.0776062
737,107.4124298,38.2259903,530.9425049
738,75.35243225,3.618316889,586.0115356
739,18.42525101,8.32527256,275.8095093
740,91.23959351,11.0372324,426.7296448
741,41.21961594,5.506167412,523.3964233
742,33.43704224,2.358571768,425.9845886
743,44.33911133,10.01681709,544.8439331
744,37.62007523,55.16803741,568.5114136
745,40.16490555,8.390172005,718.9644775
746,57.36094284,24.10957527,601.3963013
747,5.438432693,6.117262363,243.6405792
748,19.4806118,83.7660675,577.6829834
749,9.157925606,16.25650597,394.4714355
750,32.26771545,8.283914566,604.5776978
751,37.349823,1.413103819,684.7107544
752,14.55030251,2.641738415,650.6697388
753,127.3497162,12.60036945,436.6294556
754,63.71577454,5.00922823,371.8097839
755,18.67673302,43.57744598,661.5855103
756,97.40666199,56.16798782,544.5839233
757,18.76806641,1.49359107,438.7479858
758,130.3913574,4.827854156,322.526947
759,16.44284058,2.508450031,330.138855
760,56.53458023,6.068727493,529.1705322
761,24.33495331,4.012967587,461.2894897
762,29.26074791,1.261433125,410.5519714
763,98.51412201,5.521007538,613.3961792
764,21.1472435,46.78627777,532.2160034
765,41.93088913,5.058070183,314.7289429
766,49.44544601,16.39048386,739.1314697
767,56.21312332,4.777044296,474.5842896
768,44.54306412,5.299402237,466.0760193
769,25.65206909,4.536334991,536.2955322
770,39.08575821,7.005198002,523.9182739
771,18.74376869,27.88056564,531.4276123
772,23.70816803,30.10581779,506.1249084
773,32.70831299,6.638514042,566.4300537
774,7.579077721,2.986845732,389.8615417
775,44.20409012,33.29538345,694.7406006
776,15.13515663,2.536017418,368.5821228
777,33.12194061,42.49436569,508.5628967
778,23.19572067,12.93864822,481.0955505
779,44.76919556,3.960113049,386.3765869
780,28.22761154,33.04029465,518.1936035
781,21.04143906,1.348583937,292.5196228
782,20.53660965,4.636354923,589.3657837
783,27.01109505,2.147202015,606.7683716
784,24.45272446,2.777518511,488.00177
785,106.2813568,45.87918854,456.9545593
786,27.65588188,8.695672989,337.7823486
787,119.3053055,53.05061722,465.2419128
788,57.49173737,20.71090317,470.765625
789,18.02627373,9.071418762,560.0435791
790,30.39664078,2.160097599,531.5318604
791,28.95940208,2.312366247,377.8330994
792,123.1393127,47.59434509,610.7088623
793,123.6186981,52.92414474,662.6237183
794,17.42303848,6.594507217,388.6253052
795,13.98871994,9.72149086,429.7113647
796,4.363371372,9.795600891,458.0799561
797,25.90447235,1.279215097,316.5768738
798,89.13489532,1.815567613,349.6965332
799,16.17851067,12.2638607,553.6704102
800,25.19259453,0.979809165,309.1117859
801,59.86709595,3.203591347,287.9441223
802,38.19790649,1.339360476,287.2151794
803,33.26504517,2.048680305,460.5653076
804,66.11507416,0.752179265,398.2866821
805,15.10744476,11.21913433,490.8161316
806,79.00369263,1.376648188,325.9994507
807,22.5269928,1.729487896,406.9798279
808,43.7983017,5.649168015,543.7913818
809,14.97722054,5.910492897,388.6637573
810,24.25906181,67.32119751,531.9602051
811,53.15441895,23.55692291,492.1290588
812,34.78827667,5.696060658,351.3965149
813,45.85195923,3.334661722,470.6104736
814,22.43307495,1.812409878,278.3905334
815,37.35509491,9.141160011,395.0586548
816,21.40932083,0.625833929,485.6348267
817,12.13364792,3.247485161,366.1466064
818,31.38089371,17.10916519,317.2228699
819,103.2251053,3.358380556,323.6233521
820,8.865111351,11.34056664,239.207489
821,20.0244751,1.644293785,398.6807251
822,70.38934326,11.19830132,508.1487122
823,69.61462402,6.807681084,541.375061
824,26.29260445,34.61847687,460.7536926
825,145.097702,34.47947693,584.5960693
826,40.26892471,2.06143713,379.2597351
827,42.41487122,4.394157887,493.5788269
828,9.839262962,1.76469481,415.9856873
829,67.75050354,41.44949722,466.6972656
830,11.00080872,4.867262363,431.5792236
831,36.55690765,6.655174255,496.1341858
832,12.06799793,44.76538086,372.7191467
833,48.65677643,6.71508503,453.8243713
834,89.14691162,1.790393591,435.113739
835,58.73366547,22.84144402,333.5305481
836,53.27563477,7.18847847,360.0157776
837,40.87154388,15.91799259,323.7732239
838,41.30412674,27.26892853,509.8483582
839,48.19804382,6.698084354,539.6849976
840,34.44913101,5.826945305,441.1737671
841,21.53479385,5.394918919,391.6932373
842,29.97497177,18.56718254,431.6228943
843,23.75101471,26.6956234,437.4645081
844,11.55669117,27.02235985,306.8416748
845,62.19892883,4.141797543,367.930603
846,84.8085556,2.928607225,328.3050842
847,49.68030548,30.69931984,506.4025879
848,26.12614822,0.378927141,637.3088379
849,29.55018997,36.75631332,302.8944397
850,44.76906204,8.991547585,497.4437866
851,22.84049606,2.299751759,433.9979858
852,66.73514557,8.918416023,417.325592
853,10.40751266,4.032179832,504.5019836
854,15.26589966,8.416314125,334.8139954
855,62.25171661,6.439701557,217.4415131
856,79.96807098,7.511745453,453.585083
857,34.38578415,12.10407639,338.7964172
858,31.88578606,10.35584068,265.6402893
859,6.444753647,0.439718604,423.8273621
860,38.92594147,21.74720764,287.5119629
861,102.4788284,19.98401451,389.904541
862,49.76020432,16.27313805,492.3345032
863,35.67642212,4.312773705,575.6095581
864,12.82687187,7.018538475,309.0557556
865,24.8247509,93.71212769,458.6777649
866,59.98605347,17.34639931,435.4310303
867,61.71025467,18.67416,475.3866272
868,20.76054192,28.7898159,524.7858887
869,54.66343689,5.356339455,439.7061768
870,25.81779289,20.90590286,407.6436157
871,25.10037041,28.40266418,445.7382507
872,46.09415436,6.415381432,533.1367188
873,86.65007782,4.761706829,445.1291199
874,44.73066711,5.021695137,402.2816467
875,42.4233017,12.99320316,497.6716614
876,33.32608032,4.200124741,552.3709717
877,5.914096832,1.610240698,330.9790649
878,33.26061249,2.652107,262.9217224
879,21.8980751,4.989957809,664.1463623
880,15.7040081,4.702289104,582.8138428
881,23.72650146,8.116871834,523.3626709
882,15.17338181,1.758239746,509.8659363
883,36.48506546,2.051827908,342.1328125
884,63.2395401,3.245468855,365.23349
885,58.5017128,1.756565094,358.4703369
886,30.19621849,2.09778142,548.9832764
887,2.341410637,3.853348017,459.1791687
888,28.22202873,35.11089325,567.8372192
889,30.08001137,2.176489353,488.1534119
890,17.62261391,4.976229191,363.6361389
891,31.73359871,10.48880863,427.1855774
892,74.54779053,2.100720406,485.6575317
893,44.62916565,5.91735363,482.0104675
894,42.77570724,5.40010643,423.6425476
895,93.83522034,6.325966835,618.7999268
896,67.14871979,3.656490326,317.2550964
897,15.40818501,9.463513374,323.3370667
898,58.43286896,1.132830501,363.1427612
899,100.5706177,1.294770956,302.9100647
900,14.15377045,3.583024502,415.5699463
901,79.97315216,1.139178276,473.0720215
902,21.31765938,3.919255733,480.5826111
903,60.30387878,3.451915503,581.3709106
904,37.69569778,33.1396904,334.9548645
905,71.85549927,4.250886917,510.9109497
906,21.63856125,4.986523628,624.0435181
907,73.95513153,13.06087208,365.6235657
908,43.38668823,3.922680378,640.9641113
909,44.77199554,19.23471069,569.5107422
910,61.40446091,0.993032455,399.0783997
911,8.378670692,19.08355713,455.8283386
912,23.49321556,5.43224144,305.5065918
913,20.84930611,24.09758377,413.8430786
914,64.19889832,6.261217594,363.7154236
915,27.78328133,46.58894348,557.2033081
916,36.56149673,5.79481554,450.633728
917,63.96323395,1.490467906,475.2428894
918,44.16452789,18.78863716,401.9978027
919,33.1439209,0.737940669,523.888916
920,38.8366394,63.5138855,552.6885986
921,16.89351273,3.435720205,676.2659302
922,67.56211853,0.567775369,502.2833252
923,38.93260956,9.23705101,367.2444153
924,37.02481461,2.004858971,644.7072144
925,15.95727348,4.617104053,450.295105
926,77.52766418,4.821177006,388.4764099
927,92.75268555,9.844454765,405.6756897
928,20.0965004,11.39228821,627.4083252
929,27.75534439,50.63940811,321.3889771
930,22.35074234,12.76879978,506.9043579
931,49.47909164,6.943372726,446.6021423
932,33.83946609,7.362640381,231.2976837
933,80.61721802,32.43492508,483.5335999
934,65.43574524,3.012170553,361.1560059
935,8.900084496,1.472847939,503.9453735
936,47.0931015,48.02904892,398.4873047
937,65.45782471,11.37480259,535.2541504
938,16.8925972,8.498906136,197.3970795
939,16.01507568,59.4274559,460.2188416
940,45.50912094,6.027809143,398.3994446
941,26.43171692,0.850691915,277.4336243
942,59.32718277,5.296377659,333.6919861
943,88.9118576,5.379374504,501.0465088
944,53.77118301,9.292373657,539.2028809
945,52.81750488,15.47396755,616.8139648
946,14.84523773,1.332288504,575.9842529
947,57.16956329,19.17317772,380.6408691
948,25.84394455,24.63688469,378.1114502
949,24.51504135,1.197600722,452.3500977
950,15.07375813,82.56130981,622.5999756
951,28.43104553,7.718799591,359.7197571
952,85.80886841,7.087691307,375.4043579
953,24.93067169,6.428243637,542.7911987
954,53.80484009,53.95619202,472.8191223
955,39.16600037,7.140952587,288.1028137
956,18.6684761,12.20323181,619.4786377
957,37.88311386,0.768705785,310.9986267
958,20.14338875,6.578800201,587.8427124
959,9.027182579,9.759273529,695.644043
960,68.30574036,7.010167122,699.335022
961,17.77716827,2.708937407,358.6244507
962,15.25016212,24.94394684,347.3183594
963,45.66373825,1.259383917,316.4528198
964,66.1416626,1.584767461,407.4080505
965,52.16593933,1.222493172,428.1738281
966,65.69133759,3.679187536,532.5183716
967,42.55350494,4.805733681,537.041626
968,19.8317585,6.426792145,531.2030029
969,50.23568344,4.680465698,327.6773987
970,121.0944061,1.506480336,181.1101379
971,43.39322281,18.43369484,579.0075073
972,63.73405075,28.19636917,392.0117188
973,50.05710983,4.683301926,392.0314026
974,31.6829319,0.889795899,269.8917236
975,41.15912247,8.9817276,431.1835022
976,23.95569611,1.744310617,546.7862549
977,26.23106194,4.670863152,522.663147
978,42.35007477,19.93563271,204.5306244
979,11.51076889,1.159011841,568.1002808
980,51.29590988,1.126597762,761.9118042
981,20.25028229,7.395587921,503.5972595
982,9.201940536,3.555158138,448.921051
983,6.526554108,3.321612835,253.374588
984,41.08213806,2.081549168,557.1652222
985,100.5002899,0.479277343,508.632019
986,39.38428497,5.703874111,416.4893494
987,40.26804733,49.68663406,587.9535522
988,120.4809875,22.97621536,482.6954041
989,29.44283676,7.22810936,490.6876526
990,103.7730865,10.21741009,355.7484436
991,19.84044456,10.65122414,370.8661499
992,31.06653976,3.087872267,457.8666382
993,77.20529938,5.869148731,543.3067627
994,71.58355713,5.30163002,618.0230103
995,68.67930603,7.301464081,471.0404663
996,32.04273224,4.346176147,530.8127441
997,65.09384918,4.644653797,309.0957031
998,41.26700592,61.90868759,542.0964355
999,69.50322723,5.328008175,386.6244202
1000,11.11785316,4.514018059,421.1325989
1001,93.4444046,1.024557233,707.8365479
1002,44.61878204,72.74012756,585.1713257
1003,11.76712799,4.045154095,301.5592346
1004,24.02869797,1.055248499,504.3752747
1005,6.427307129,0.67047447,496.1838379
1006,49.60826111,1.331768155,341.2329712
1007,17.91820335,1.453375101,443.644104
1008,46.30650711,0.563046455,386.3148499
1009,15.37045574,1.68766892,233.470459
1010,40.92663956,1.19047451,325.8453979
1011,27.91139984,11.68270302,401.2650146
1012,24.92026711,4.891619205,422.9726563
1013,32.46597672,1.466060996,308.4382324
1014,20.29260826,3.678095341,357.4093018
1015,16.6635437,8.73308754,586.0150146
1016,17.36656189,37.98102951,326.9093323
1017,8.139463425,7.534262657,501.7266846
1018,28.5174408,1.328129768,458.266449
1019,41.49675751,0.735179901,617.998291
1020,23.11661148,6.171572208,490.0613098
1021,53.68872452,2.573287487,501.9764404
1022,40.52182007,3.37635994,406.067688
1023,153.7017517,13.5044136,375.6613159
1024,23.83624458,10.38317585,333.8400574
1025,21.18336487,2.028045177,555.4161987
1026,39.65390778,3.596221447,302.733551
1027,15.47052765,0.836562157,323.9399414
1028,6.80227232,25.14996147,521.1158447
1029,39.44686127,17.47013664,404.0857849
1030,11.67095184,1.963677764,314.7809448
1031,40.87168121,9.680706024,360.7733459
1032,56.11991501,5.443453789,419.3029175
1033,55.56560516,2.156203985,465.4401855
1034,35.9016037,1.181754589,549.6709595
1035,11.76366615,20.10486412,588.8051758
1036,23.59311676,1.663112402,206.2359009
1037,9.871508598,6.299179554,460.2555237
1038,94.52598572,6.835420609,395.7391968
1039,9.370438576,8.001457214,404.5593567
1040,42.25321579,1.616922021,618.9911499
1041,15.21342659,8.036034584,292.377533
1042,70.48777771,20.25887299,459.183136
1043,38.36011887,8.487182617,488.0181274
1044,95.96642303,7.693265915,586.00177
1045,9.267208099,3.508766651,398.3206787
1046,28.44679832,55.61370087,579.378479
1047,73.59632111,4.883000374,475.7209473
1048,140.1593781,38.47795105,400.4258423
1049,16.10779381,3.295752287,431.3403625
1050,39.14670563,8.69416523,508.9035339
1051,70.85649109,3.987640858,376.0918884
1052,34.98487473,2.57864809,403.0763855
1053,15.41899109,5.077535629,409.6803894
1054,14.851367,0.374760896,590.8829346
1055,22.36338425,2.088878155,626.4625854
1056,54.75661087,49.7377243,397.2155151
1057,50.06847382,33.72303391,449.1490479
1058,47.46559525,5.48154068,463.2097168
1059,21.46578979,0.704294562,549.3207397
1060,27.9845562,22.89947128,383.3401489
1061,15.47907639,19.68631363,539.2980957
1062,6.777200699,4.257728577,510.806366
1063,43.75494385,1.351047039,490.0052795
1064,33.87916183,3.77296257,527.0869141
1065,53.59544373,3.997941494,545.4476318
1066,20.1332016,1.839330077,288.1559448
1067,22.09501266,4.077529907,595.861145
1068,28.43042755,3.769231319,458.0566101
1069,34.11514664,6.704493523,390.6943359
1070,45.95779419,3.623811245,471.6744385
1071,59.02093506,4.630552292,318.592041
1072,27.77764511,5.787746429,475.099884
1073,26.2081604,3.263866901,451.8699951
1074,24.13487244,49.65667343,543.3033447
1075,19.44061279,2.305708885,478.7100525
1076,35.48145294,4.899816513,555.8522339
1077,16.80833817,2.82866168,547.0505981
1078,16.56447411,3.293243885,381.4269104
1079,81.41204834,9.993854523,409.7010803
1080,11.37833118,2.429305077,471.7312927
1081,7.913700104,1.169712186,237.6773987
1082,37.86819839,1.167122126,377.5197449
1083,62.70660782,1.548734188,417.6863708
1084,46.22489548,2.926174879,428.8954468
1085,46.04456711,8.939330101,486.4302063
1086,100.9047394,0.600052118,605.8051147
1087,59.81100464,5.552984715,338.0361328
1088,9.175157547,3.988530159,470.494751
1089,18.33790588,2.857945204,463.9653931
1090,42.90146637,1.824732542,430.704834
1091,51.1197319,56.53639984,478.5053101
1092,80.3666153,11.69345093,351.910675
1093,43.95557404,28.62463951,400.9191284
1094,26.93238831,4.44238472,251.0675507
1095,36.0451622,5.458372116,431.7210388
1096,40.26643372,1.463306904,353.3511353
1097,63.86691666,21.02120972,512.9663086
1098,61.18597412,8.840649605,369.6351929
1099,44.32258224,4.23649168,595.7507935
1100,137.6636047,8.03937149,641.0239868
1101,34.0218277,10.98518944,414.9395142
1102,29.88047791,10.85303688,482.6797485
1103,69.28624725,18.15598297,612.2045898
1104,44.01957703,12.09938622,479.3239136
1105,29.7383976,50.02384186,530.9990845
1106,56.42343903,2.47847867,402.8945007
1107,40.1618576,27.85850716,491.2575378
1108,17.377388,6.905679703,387.4721069
1109,18.09879494,46.31325531,552.0621338
1110,75.15843201,13.4559021,513.3285522
1111,3.209938049,70.24809265,326.2036743
1112,66.52281952,0.88315022,338.0212402
1113,80.26351929,1.922111273,389.0873108
1114,8.709534645,1.765067816,214.7043762
1115,35.55751801,3.115534544,323.4251404
1116,25.42650604,14.97631073,526.5048828
1117,40.42091751,2.148002148,444.5877686
1118,13.67476654,0.704973578,555.8313599
1119,26.2099762,1.087827444,292.7078247
1120,70.92327118,35.40793228,494.9906006
1121,21.07390213,0.838879526,548.2910767
1122,25.08259392,2.358448505,345.98703
1123,25.02930069,1.190296531,419.7661133
1124,28.9697361,3.17576313,490.7745972
1125,52.65895844,4.34475708,486.8121643
1126,72.33934021,3.653358698,368.5558167
1127,37.21652985,5.521504402,311.8343201
1128,30.34161758,7.397024155,334.7706299
1129,58.78758621,28.16102219,504.4483032
1130,76.85575867,60.24288559,487.6925659
1131,15.30196667,47.53838348,445.221405
1132,103.3257751,2.580892324,439.2216187
1133,34.06900406,0.826314926,476.5288391
1134,77.66798401,6.091351509,570.2508545
1135,94.64950562,0.960001171,361.2049866
1136,26.81694603,2.593096733,393.5429993
1137,42.51677322,3.70883131,570.737793
1138,44.47566986,1.5225631,332.8994446
1139,37.96383667,5.100697517,502.7037659
1140,35.74710083,12.76770306,469.6981201
1141,32.68424988,13.17299461,584.2136841
1142,31.031147,3.607886791,278.949585
1143,4.464546204,1.856087923,401.0477905
1144,54.36132431,2.185431242,253.0005646
1145,72.5634613,1.483605623,717.5826416
1146,70.17770386,64.87215424,564.3551636
1147,37.82652283,4.074783802,242.5872498
1148,16.00271988,1.145972967,514.4580078
1149,33.01157761,5.697669983,335.6643982
1150,17.37349892,0.531314135,458.6955566
1151,55.53555679,1.679626822,491.5570679
1152,29.0390625,8.362300873,498.9051208
1153,9.786907196,17.87921333,427.1624146
1154,57.3551178,1.850416183,482.5746155
1155,27.639328,38.5691185,469.8575134
1156,80.56095886,17.55760384,315.9365845
1157,28.51426315,8.046350479,470.9526672
1158,24.59444809,6.32746315,460.2686157
1159,33.78492737,28.4133091,258.1448059
1160,87.05531311,8.445008278,451.1614075
1161,30.97786522,5.32767868,638.8817749
1162,30.99888039,4.223182201,557.255127
1163,67.52842712,15.2524662,573.8087158
1164,18.02006531,6.290398598,423.9546509
1165,26.6964798,4.410582542,495.0795288
1166,14.52715302,51.02709198,212.8474426
1167,42.28049469,58.33359528,434.7368774
1168,20.40188599,25.67473221,395.0775452
1169,21.60428429,0.591499686,238.4498596
1170,33.60136795,4.668762684,215.8377075
1171,33.22711182,3.107689619,341.8644714
1172,10.76373005,49.27454758,169.0034027
1173,30.01900673,5.128674984,471.2141113
1174,36.13577271,4.112470627,303.7814026
1175,11.24779892,62.16585159,518.8934326
1176,53.89897919,51.99670792,497.433136
1177,27.81158066,6.759176731,500.3293762
1178,34.94796371,5.055301666,434.9876099
1179,17.04132271,18.46857071,515.2901001
1180,14.26502991,6.400234222,475.182251
1181,30.11390877,22.98392105,402.7174377
1182,39.27323914,31.4025898,373.7581177
1183,22.74153519,41.14870071,470.5463257
1184,28.02949333,3.540652275,287.3455811
1185,34.17492676,1.914744139,484.0040894
1186,38.12626266,55.29489136,662.0172119
1187,49.54959488,28.44549561,426.9323425
1188,58.86451721,23.55145645,386.5762329
1189,23.90838051,2.666427612,363.0890198
1190,78.80069733,18.55150032,434.2472839
1191,32.47972107,6.801994324,644.4674072
1192,26.65521812,5.021591187,442.2383118
1193,52.43202972,32.46305084,287.9450989
1194,22.20302391,5.3373456,699.6429443
1195,65.97905731,19.05706406,401.3541565
1196,38.39731979,10.11258507,476.2264404
1197,50.24843597,23.72473717,457.7530518
1198,16.87124443,0.635041654,632.1956787
1199,5.785642624,3.649950266,633.3876343
1200,36.78082275,6.174078465,488.3549805
1201,29.06586075,3.908816338,594.7697754
1202,29.10814476,1.501862764,469.1013794
1203,13.95089054,8.922566414,435.5923767
1204,67.93946838,14.57622528,640.5263672
1205,34.72710037,10.37025738,407.1947632
1206,32.65663147,14.19026089,320.872345
1207,23.01863289,8.137701035,479.2811584
1208,36.69792938,2.666598558,414.1636047
1209,54.64234543,7.804150581,419.6524048
1210,30.42149162,77.22170258,590.7803955
1211,14.64807796,5.731912613,464.7731934
1212,44.69200897,5.740769863,542.4614258
1213,19.27945328,57.85028839,309.7712708
1214,69.49985504,7.917016983,571.0536499
1215,96.52294159,6.655080795,261.0759888
1216,11.20241928,3.424611092,458.0878906
1217,16.55403519,7.392185211,484.3815613
1218,77.40130615,2.952168941,614.8065186
1219,42.62665939,3.682949543,574.965332
1220,62.59145355,1.984610438,244.7047272
1221,135.162262,6.419634819,392.400238
1222,14.59305,8.404285431,319.3624573
1223,67.58714294,9.524181366,430.1173096
1224,30.68619919,3.682123661,364.9120483
1225,78.38027191,6.530865192,435.2340393
1226,99.55793762,9.619155884,358.3293457
1227,23.46611786,4.937353134,237.0252838
1228,7.674781322,0.485602677,485.7364502
1229,35.32249451,36.17511368,412.118042
1230,28.52357674,8.45321846,336.0345459
1231,53.27446747,5.313093185,771.8422852
1232,15.31787682,15.46862793,619.1040649
1233,25.81151962,34.42431641,594.4874268
1234,38.07028961,2.297621012,470.4478455
1235,52.48669052,1.286969781,329.7492981
1236,79.02870178,7.367717743,537.69104
1237,19.8976059,1.121713042,384.2855835
1238,39.28560257,0.753582716,590.2043457
1239,15.04094219,3.374873161,419.855072
1240,37.40724182,0.44745633,676.7684326
1241,4.98752594,3.204867601,580.9942017
1242,76.43647003,1.247333288,545.0401001
1243,18.74534035,54.73994064,355.597168
1244,62.15566635,2.362037897,457.6372986
1245,68.00379944,4.586380482,328.499939
1246,17.40561485,0.963346243,520.6837158
1247,65.08595276,42.21355057,523.2902222
1248,60.4437027,25.33506584,417.2362061
1249,13.32616615,14.89997578,481.0291748
1250,29.12108231,5.935134888,406.3577881
1251,15.59174633,29.49799156,355.032196
1252,52.52908707,2.413412333,303.3876953
1253,33.43350983,3.683139086,411.7258911
1254,19.15898514,0.95567292,391.5470276
1255,5.177826881,2.086297989,389.9573059
1256,54.7532959,3.771624088,479.6891785
1257,27.59545708,2.484750271,504.594635
1258,28.14746666,8.770197868,482.5292358
1259,5.563823223,5.34474659,295.3883362
1260,8.296996117,17.45801544,458.3895874
1261,11.81302071,13.24415016,472.9459839
1262,18.56055641,1.37297678,334.5964355
1263,40.78562546,52.67340851,351.897583
1264,26.81458473,7.88105011,327.9865723
1265,31.45005035,3.58712101,603.1875
1266,76.713974,26.41872597,682.4115601
1267,21.97917175,55.62958527,358.5284424
1268,22.18484879,2.825327873,514.1883545
1269,23.59411812,19.97559547,310.2717285
1270,47.18258667,1.165489078,561.6997681
1271,70.5928421,4.206343651,363.5467224
1272,104.6013794,13.43307495,402.4859009
1273,43.15343094,24.75828743,276.4179077
1274,21.60111618,22.94833374,528.296936
1275,16.88011169,5.222966671,556.9456787
1276,33.89012527,2.779911995,479.9495544
1277,91.05913544,9.454835892,280.8092041
1278,32.92021942,7.916852951,621.029541
1279,67.06871033,7.836613178,595.3864746
1280,22.86689758,6.264991283,421.7513733
1281,25.74795151,4.605743408,569.7681885
1282,10.45973778,2.037880898,440.9844666
1283,10.48562908,28.83855629,587.2587891
1284,106.071579,6.703817844,287.6749268
1285,57.65579987,16.50471497,329.9812317
1286,67.35654449,51.27217102,482.5213623
1287,31.38393211,43.09394836,570.8416748
1288,104.6092072,8.731562614,331.5663147
1289,4.259589672,26.14772415,641.9265137
1290,59.62845612,2.411598206,422.2056885
1291,7.764538288,3.845734358,504.0689697
1292,44.90964508,5.95701313,277.4270325
1293,44.28352356,6.535488129,347.7889404
1294,39.85295486,32.14872742,316.6139832
1295,48.21282959,6.259673595,293.9554749
1296,20.02045822,6.854792595,510.2048645
1297,33.30675507,3.217318773,510.0860596
1298,40.97856903,6.80557251,241.5886536
1299,22.32029533,2.610363483,484.0806885
1300,58.19964981,6.762022972,584.5101318
1301,54.0843544,6.423374653,391.7637939
1302,26.47667885,35.03820419,617.8289795
1303,21.99285507,0.420090705,547.6378784
1304,19.32409477,1.687723398,417.2762451
1305,40.40304565,49.56744766,724.4451294
1306,42.85351563,2.066308737,195.7346039
1307,22.2270813,1.405752897,526.9401245
1308,59.8463974,2.374026299,545.0441895
1309,8.0221138,2.758161068,399.7922058
1310,12.01416206,7.15865612,505.8934631
1311,93.43869019,40.6137619,265.7070618
1312,31.42607498,16.53593636,620.2875977
1313,21.82543182,5.084596634,404.2279968
1314,44.80485535,3.453378677,567.2937622
1315,46.19581985,7.407650471,427.0191345
1316,12.34755993,14.80029583,598.3662109
1317,54.27565002,9.808426857,424.5267029
1318,24.92686653,3.399293184,571.7891235
1319,46.52974701,9.403704643,539.0041504
1320,53.39899826,3.821461201,510.0577698
1321,14.4630003,25.03537941,579.2696533
1322,86.37898254,2.341907978,603.9216309
1323,14.24812126,2.116085052,402.5049744
1324,81.50917053,25.73662567,500.9524841
1325,32.57264709,3.627779484,406.2613831
1326,35.39421082,13.76699638,384.1352844
1327,96.44600677,51.46564102,433.212677
1328,26.17205048,22.70054626,540.6852417
1329,12.00177288,9.091464043,430.5839539
1330,80.99788666,4.92886591,579.2567139
1331,33.6680069,0.684111714,487.6577454
1332,39.513237,3.919466972,341.6122437
1333,88.41976929,0.362585902,472.4997864
1334,47.34300232,1.649995565,388.6518555
1335,50.41290283,2.662423849,493.2819214
1336,36.34472656,4.657812595,411.5860291
1337,29.4034481,38.37221909,485.5479126
1338,6.871454239,4.267636776,286.48172
1339,30.78705978,0.415881515,656.6830444
1340,36.30928421,2.288148165,540.3314209
1341,38.68099594,5.038898468,492.6244507
1342,51.94368362,1.237728238,324.2415161
1343,116.78508,0.950236082,280.2288208
1344,94.97631073,3.546701193,533.9584961
1345,48.6655159,1.927623391,680.7063599
1346,31.82400894,0.467149079,483.9702759
1347,44.18297577,48.74264145,600.7920532
1348,76.58563232,1.396988034,455.8282776
1349,21.40600204,0.874163687,497.1688843
1350,28.08794785,2.430432558,306.5348206
1351,70.14569855,1.031940103,305.2385559
1352,11.81148338,2.346063614,465.9004822
1353,139.746933,4.807586193,550.1920776
1354,36.29436493,9.536879539,376.0890808
1355,76.74269104,32.95502853,254.2247467
1356,37.97313309,6.018697262,516.5461426
1357,70.6633606,4.577551842,332.3525085
1358,20.25789642,1.579848766,629.210144
1359,36.50349045,1.55300653,657.8666382
1360,90.02642822,2.651727438,422.2142029
1361,11.41629982,3.53717041,238.9688416
1362,23.71053696,4.103266716,269.8895264
1363,28.66682053,23.21689224,277.9633789
1364,28.85330009,4.210827351,306.3134766
1365,83.39970398,2.125311375,490.5195007
1366,8.557149887,3.03915906,454.1139526
1367,78.62950897,0.379255414,267.8807983
1368,10.69049168,25.20829964,512.8898926
1369,23.61151886,16.01272202,644.9584351
1370,96.73995972,6.428276539,471.0961304
1371,38.61283493,2.628503561,477.7367554
1372,12.03078079,4.566890717,535.3028564
1373,60.22413254,4.794333935,501.0028381
1374,50.92398834,3.907236576,443.9229126
1375,162.6938171,19.1741333,382.3231506
1376,31.37055588,4.616609573,545.2959595
1377,38.70543289,3.452938795,361.9016113
1378,12.77785873,33.75321198,236.5307159
1379,17.69881821,0.595611572,374.0599365
1380,26.56573296,2.431578875,341.3124084
1381,45.66153336,8.979970932,300.3806763
1382,57.1636467,1.055919528,380.7306824
1383,8.554740906,6.235685349,433.6587219
1384,17.47636032,0.871165991,305.0430908
